Vietnam Nam Roi Pomelo,3.25,Fruits & Vegetables,1 per pack,UP: $4.20 ,
Sunny Fruit - Ipoh Sweet Tambun Pomelo (L),8.8,Fruits & Vegetables,1S,UP: $9.80 ,
Sunny Fruit Ipoh Sweet Tambun Pomelo (M),7.2,Fruits & Vegetables,1 per pack,UP: $7.80 ,
Hass Mexico Avocado,5.5,Fruits & Vegetables,3 per pack,UP: $7.95 ,
Wah Harvest Australia Chat Potato - Red,2.6,Fruits & Vegetables,1kg,- ,
Pasar Malaysia Pomelo - Large,8.25,Fruits & Vegetables,2kg,UP: $9.80 ,
Watties Frozen Garden Peas,2.85,Fruits & Vegetables,500g,UP: $3.90 ,
South America Yellow Dragonfruit,6.95,Fruits & Vegetables,1 per pack,UP: $8.95 ,
Pasar Singapore Soya Bean Sprouts,1.35,Fruits & Vegetables,200g,- ,
Watties Frozen Mixed Veges,2.85,Fruits & Vegetables,500g,UP: $3.90 ,
Fresh Cavendish Banana,1.95,Fruits & Vegetables,1 per pack,UP: $2.15 ,
Thailand Red Mini Watermelon,3.65,Fruits & Vegetables,1 per pack,UP: $3.95 ,
Pasar Small Lime,1.1,Fruits & Vegetables,250g,- ,
Gold Yellow Capsicum,1.95,Fruits & Vegetables,280g,- ,
Pasar Local Lettuce,1.3,Fruits & Vegetables,220g,- ,
S&W Premium Sweet 16 Pineapple,2.85,Fruits & Vegetables,1 per pack,- ,
Pears Bonanza Australia Packham Pear,5.95,Fruits & Vegetables,800g,- ,
Pasar Thailand Longan,5.5,Fruits & Vegetables,850g,- ,
Pasar Malaysia Nai Bai,1.9,Fruits & Vegetables,250g,- ,
DH China Nam Shui Pear,4.95,Fruits & Vegetables,4 per pack,- ,
Pasar Yellow Watermelon,4.95,Fruits & Vegetables,3kg,- ,
Fresh Shallot (Prepacked),1.95,Fruits & Vegetables,140g,- ,
Crunchy Fresh Cherry Tomato - Grape,2.65,Fruits & Vegetables,350g,- ,
Chef Nai Bai,1.95,Fruits & Vegetables,300g,- ,
Pasar Honeydew (Large),3.95,Fruits & Vegetables,1 per pack,- ,
China Nam Shui Pear,5.95,Fruits & Vegetables,3 per pack,- ,
Sumich Purple Carrots,2.25,Fruits & Vegetables,500g,- ,
Gold Baby Romaine Lettuce,1.35,Fruits & Vegetables,250g,- ,
Pasar Kau Kee,1.95,Fruits & Vegetables,250g,- ,
Taiwan Fresh Black Fungus,3.2,Fruits & Vegetables,200g,- ,
Fresh Sweet Potato Leaf,0.8,Fruits & Vegetables,200g,- ,
Sunkist Australia Cara Cara Oranges,6.45,Fruits & Vegetables,800g,- ,
Koala Easy Peel Australia Navel Orange,6.5,Fruits & Vegetables,1kg,- ,
South Africa Cape Fire Pear,3.95,Fruits & Vegetables,750g,- ,
Freshlink Australia Baby Carrots,2.4,Fruits & Vegetables,200g,- ,
Pink Lady Argentina Apple,6.95,Fruits & Vegetables,900g•Organic,- ,
Korean Kyoho Grapes,9.95,Fruits & Vegetables,450g,- ,
The Odd Fellows Green Apples,3.95,Fruits & Vegetables,1kg,- ,
Pink Lady USA Apple,3.95,Fruits & Vegetables,3 per pack,- ,
Sweet Vines Candy Dream Black Grapes (Seedless),9.95,Fruits & Vegetables,454g,- ,
Candy Heart US Red Grapes (Seedless),9.95,Fruits & Vegetables,454g,- ,
Australia Phoenix Mandarin Bag,7.5,Fruits & Vegetables,800g,- ,
Australia Fresh Red Onion,5.5,Fruits & Vegetables,1kg,- ,
Jazz Organic Apples,4.95,Fruits & Vegetables,700g•Organic,- ,
Earthbound Organic Celery Hearts,9.95,Fruits & Vegetables,2 per pack•Organic,- ,
Emborg Frozen Mixed Vegetables,2.95,Fruits & Vegetables,450g,- ,
Pasar 3 in 1 Mushroom,5.05,Fruits & Vegetables,250g,- ,
Sunkist Australia Navel Orange,5.45,Fruits & Vegetables,800g,- ,
Taiwan Shiitake Mushrom,3.35,Fruits & Vegetables,150g,- ,
Benelux Fresh Malaysia Luo Han Guava,4.25,Fruits & Vegetables,1 per pack,- ,
USA Cotton Candy Green Grapes (Seedless),9.95,Fruits & Vegetables,500g,- ,
Sunny Days IQF Raspberry,6.5,Fruits & Vegetables,450 G•Halal,- ,
Spain Red Plum,3.95,Fruits & Vegetables,500g,- ,
Sunny Days IQF Mixed Berries,6.5,Fruits & Vegetables,450 G•Halal,- ,
CHB Small Sago,1.45,Fruits & Vegetables,200 G,- ,
Sun Kee Boiled White Nuts,3.95,Fruits & Vegetables,500g,- ,
King Fresh California Champagne Table Red Grapes,6.95,Fruits & Vegetables,453.5g,- ,
CHB Large Black Bean,2.8,Fruits & Vegetables,350 G,- ,
MINORI No Hyakusen Mixed Berries - Frozen,10.9,Fruits & Vegetables,500 G,- ,
SUNSHINE Avocado Cubes - Frozen,10.0,Fruits & Vegetables,500 G,- ,
Green Earth Organic Organic Chilli Powder,3.4,Fruits & Vegetables,60 G,- ,
Coco Thumb Fresh Coconut,3.95,Fruits & Vegetables,1 per pack•Organic,- ,
Fresh Xiao Bai Cai,0.8,Fruits & Vegetables,200g,- ,
Organic Australia Red Cabbage,7.9,Fruits & Vegetables,650g•Organic,- ,
Fresh Myanmar Mango,2.5,Fruits & Vegetables,1 per pack,- ,
Driscoll's USA Strawberries,14.95,Fruits & Vegetables,500g,- ,
Sunkist USA Barnfield Navel Orange Bag,6.95,Fruits & Vegetables,800g,- ,
FairPrice Frozen Fresh Mixed Vegetables,2.1,Fruits & Vegetables,400g,- ,
CJS Petai,4.3,Fruits & Vegetables,100g,Buy 2 for $4.00 ,
ASda,1122.0,Fruits & Vegetables,asda,- ,
Fresh Blueberries,3.5,Fruits & Vegetables,125g,Buy 4 for $2.00 ,
Holland Potato (China),1.45,Fruits & Vegetables,1kg,UP: $1.60 ,
Chef China Garlic - Pure White,2.45,Fruits & Vegetables,500g,Buy 4 for $2.00 ,
